,itemId,authorId,shareCount,playCount,commentCount,followingCount,followerCount,heartCount,videoCount,userId,uniqueId,nickName,verified,hashtags
74,6870919175557172485,2801206,8319,2400000,24700,832,92100,1600000,359,2801206,alicat7749,alicat7749,False,"['morningcheer', 'biden2020', 'raiseyourgame', 'lgbt', 'foryou', 'fyp', 'trump', 'republican', 'democrat', 'igotthemusic']"
75,6880929349613210885,6837323498596598789,98900,3100000,10600,4002,23300,1100000,133,6837323498596598789,mariecleod,Marie,False,"['alm', 'biden2020', 'affirmations', 'trump2020', 'vote', 'biden', 'controversial', 'blm', 'bidenharris2020', 'politics', 'fyp', 'maga', 'dog']"
76,6856930876484373766,6626900997842354181,9322,2500000,13800,966,5780,953800,116,6626900997842354181,marx1st,Liam,False,"['lgbtq', 'pet', 'defundthepolice', 'biden2020', 'acab', 'duet', 'lgbt', 'trump2020', 'defundthemilitary', 'blm', 'bernie2020', 'trump', 'blacklivesmatter']"
77,6880600461720767750,6638646428809052166,17200,5100000,7875,89,548600,20600000,128,6638646428809052166,meenaharris,Meena Harris,True,['biden2020']
78,6845419713455983877,6841247265089930245,10600,2400000,32700,394,47600,683900,2,6841247265089930245,krdilks1,userkaren,False,"['biden2020', 'nicekaren', 'karen', 'dumptrump', 'changekarentotrump']"
79,6861350672986557702,6788641301091140614,51800,2200000,7360,162,136400,9400000,256,6788641301091140614,the_tired_millenial,The Tired Millenial,False,"['foryou', 'foryoupage', 'trump', 'help', 'fy', 'covid19', 'yikes', 'omg', 'dc', 'no', 'twooptions', 'biden2020', 'wow', 'fyp', 'xyzbca', 'america', 'usa', 'fyi', 'wearamask', 'hungergames']"
80,6861618166192262405,309497896901771265,27300,2200000,23100,235,6241,673100,6,309497896901771265,valeriabarca1,val,False,"['trump2020', 'biden2020', 'greenscreen']"
81,6873883189924957445,6738930268746712069,135500,2800000,22600,166,76500,1700000,166,6738930268746712069,thelaserboi,TheLaserBoi,False,"['lgbtq', 'biden2020', 'trump2020', 'gun', 'biden', 'conservative', 'liberal', 'political', 'liberaltears', 'trump', 'gayrights', 'pride']"
82,6844327949672385797,6717981685625455622,58200,2700000,47000,384,127700,21600000,631,6717981685625455622,michaelschiumo,Michael Schiumo,False,"['xyzbca', 'biden2020', 'trump2020', 'viral', 'bernie2020', 'fyp', 'trump']"
83,6860137783797878022,6761084834980955142,31600,3700000,4066,52,494700,13500000,247,6761084834980955142,matts_alright,Mathieu,False,"['futuremarine', 'biden2020', 'airforce', 'bootcamp', 'trump2020', 'army', 'navy', 'comedy', 'usmc', 'foryoupage', 'marines', 'politics', 'fyp', 'military']"
84,6854715107394555141,6821665356492325893,29600,3100000,13000,342,56100,2200000,165,6821665356492325893,izuhhhhhbel,izuhhhhhel,False,"['drumpf', 'biden2020', 'vote', 'liberal', 'foryoupage', 'fyp', 'democrat']"
85,6875766692048325893,8470716,24300,1900000,9793,414,299000,14800000,206,8470716,cowboyconor,Conor,False,"['biden2020', 'conservative', 'liberal', 'blm', 'politics', 'republican', 'democrat']"
86,6842171632690220293,6742017210963215366,39900,3000000,11000,136,2333,658100,8,6742017210963215366,preveroni,preveroni,False,"['trump2020', 'biden2020', 'acab', 'foryoupage']"
87,6882114438506302726,6638646428809052166,18000,2700000,27200,89,548600,20600000,128,6638646428809052166,meenaharris,Meena Harris,True,['biden2020']
88,6888101731494907142,6643772538260488197,9649,2300000,7029,302,44400,1200000,136,6643772538260488197,felipejdarquea,felipe,False,"['biden2020', 'leftist', 'trump2020', 'biden', 'politics', 'fyp', 'trump']"
89,6878131231293312261,6656418299943911429,9494,2700000,13200,303,2283,699300,44,6656418299943911429,ariana.org,ÄRĪÂÑÅ ,False,"['biden2020', 'nbachampion', 'baseballszn', 'foryoupage', 'immuneupvapedown', 'fyp']"
90,6883203402713533701,6638646428809052166,11900,2300000,24600,89,548600,20600000,128,6638646428809052166,meenaharris,Meena Harris,True,['biden2020']
91,6813907293189524741,6724118183576077317,16700,2400000,8839,16,3724,1200000,54,6724118183576077317,guacaglokk,c🎂🤩,False,"['texanshelpingtexans', 'biden2020', 'freezeframe', 'trump2020', 'foryou', 'indoorworkout', 'toosieslide', 'bernie2020', 'fyp', 'blanketlife']"
92,6856785646493781254,6698698061995099142,26600,2300000,5738,425,14800,1300000,489,6698698061995099142,casey_lyn,Casey 💙,False,"['biden2020', 'duet', 'trump']"
93,6880258643015634181,6745168124373566469,22500,2600000,13300,210,3706,651200,55,6745168124373566469,trentbygod,Trent Woody,False,"['xyzbca', 'biden2020', 'trump2020', 'fyp', 'dogs', 'levitating']"
94,6850222003450842373,6778997691361100806,6324,3600000,6037,2536,244900,4800000,547,6778997691361100806,usa_2020_45,USA_2020_45,False,"['biden2020', 'terrible', 'trump2020', 'usa', 'blm', 'fyp', 'trump']"
95,6882877201243458822,6821629572666262534,19900,1900000,8556,320,47700,1900000,325,6821629572666262534,fstopkotee,Faith Kotee,False,"['bm', 'biden2020', 'trump2020', 'lgbt🏳️\u200d🌈', 'thisyou', 'fyp', 'greenscreenvideo']"
96,6859502002100112646,6848064366295335941,11900,2500000,12300,105,35700,4100000,578,6848064366295335941,futurestatesmanalexander,Alexander Chiarelott,False,"['presidential', 'biden2020', 'vote', 'biden', 'obama', 'election', 'blm', 'blmmovement', '2020']"
97,6878433912335371526,6844194258845926406,14900,2400000,0,197,13900,703400,31,6844194258845926406,sassycharmelio,YOURE HEATHER!!!💖🥺,False,"['halloweenathome', 'biden2020', 'jesus', 'imsosorry', 'oikosonetrip', 'fashion101', 'god', 'foryoupage', 'immuneupvapedown', 'fyp', 'greenscreen', 'greenscreenvideo']"
98,6850354826933570821,6672083741324148741,14000,2100000,7533,234,36200,1500000,27,6672083741324148741,progressive_movement,anish mohanty,False,"['biden2020', 'aoc', 'socialism', 'berniesanders', 'avatarthelastairbender', 'progressive', 'bernie2020', 'avatar', 'trump', 'democrat']"
99,6873570190714522885,8470716,14300,2700000,13600,414,299000,14800000,206,8470716,cowboyconor,Conor,False,"['biden2020', 'liberal', 'blm', 'politics', 'republican', 'democrat']"
100,6881032823688547589,6806180069699257350,25700,2700000,16300,115,17400,667800,33,6806180069699257350,casurfdoc,Lol,False,"['biden2020', 'villages', 'biden', 'vpdebate', 'bidenharris2020', 'vp', 'bidencoalition']"
101,6869105460818005254,6772298274826650630,8702,2000000,6757,33,480400,7500000,44,6772298274826650630,noahmaze,Noah Maze,False,"['carolebaskin', 'coronavirus', 'biden2020', 'trump2020', 'fypシ', 'gunna', 'nyc']"
102,6878181354295545093,6624627322765590533,25100,2200000,12200,148,6531,670900,14,6624627322765590533,sxfarie,Safie 💕,False,"['biden2020', 'trump2020', 'joebiden', 'fypシ', 'fyp', 'greenscreen', 'settleforbiden']"
103,6889652234699771141,6790845257095054342,9350,3000000,7674,220,70700,3700000,444,6790845257095054342,sewpheeyuh,sofia!!,False,"['votejoe', 'biden2020', 'bestfriends', 'wewintogether', 'progressive', 'voteblue']"
104,6851830409735441669,6672083741324148741,19000,1900000,6954,234,36200,1500000,27,6672083741324148741,progressive_movement,anish mohanty,False,"['biden2020', 'alexandriaocasiocortez', 'aoc', 'trump2020', 'avatarthelastairbender', 'bernie2020', 'avatar', 'taylorswift', 'aoc2024']"
105,6876232866880048390,6682842787186623494,3707,2300000,21900,5684,57800,797700,238,6682842787186623494,laineyyyygrace,Laineyyyy,False,"['biden2020', 'breonnataylorstillneedsjustice', 'votehimout', 'blm', 'foryoupage', 'feminism', 'voteblue', 'fyp', 'democrat']"
106,6885090820177874182,6640112890056605701,21300,2300000,4707,522,71200,4200000,233,6640112890056605701,caromaker,caroline ✨,False,"['biden2020', 'vote', 'biden', 'joebiden', 'bidenharris', 'acnh', 'animalcrossing']"
107,6886983929748868354,6886917854907499525,19200,3900000,12400,23,8626,619400,31,6886917854907499525,freelogy,Freelogy,False,"['biden2020', 'trump2020', 'fyp', 'republican', 'democrat']"
108,6826796142299254021,6811002544883647494,21500,2000000,8542,483,95200,7300000,663,6811002544883647494,theleftistdude,Langgang,False,"['yoplaitcuprelay', 'biden2020', 'celebratenurses', 'progressive', 'liberal', 'homeproject', 'blacklivesmatter']"
109,6882840474885901574,6798608364106204165,28900,3400000,26300,394,6300000,234900000,365,6798608364106204165,djlemay2,Dylan Lemay,True,"['biden2020', 'democrat']"
110,6881270930308418822,6743399919380825094,7904,3200000,11700,1291,21100,712100,263,6743399919380825094,thehardylife,Jesseca Hardy,False,"['dumptrump', 'biden2020', '8611320']"
111,6847273649712516358,6805773630221894661,48400,2300000,10800,69,206300,5300000,202,6805773630221894661,maya2960,Maya,False,"['fdt', 'vote', 'biden2020', 'fypシ']"
112,6889996923550321925,6562533127540555782,4435,1600000,3899,158,1300000,68700000,381,6562533127540555782,matthatesmayo,-m,False,"['biden2020', 'kaitlinbennett']"
113,6852130325141802246,6811002544883647494,5634,2500000,6513,483,95200,7300000,663,6811002544883647494,theleftistdude,Langgang,False,"['biden2020', 'skincare', 'letsfaceit', 'bernie2020', 'whatsupdocchallenge', 'iamlost']"
114,6872931396193733894,6782973322134864902,8882,2300000,7979,217,5814,615100,5,6782973322134864902,swopedogg,Swope,False,"['biden2020', 'foryoupage', 'fyp', 'voteblue', 'democrat']"
115,6888901921537592581,6638646428809052166,12700,2600000,18200,89,548600,20600000,128,6638646428809052166,meenaharris,Meena Harris,True,['biden2020']
116,6885444800233966853,6839538159169750022,86800,2600000,13600,58,25700,634300,3,6839538159169750022,juicebillywhiteshoes,Juice,False,"['kamala', 'projectionmapping', 'biden2020', 'dumptrump2020']"
117,6863087471320665349,6708503309382648837,7829,2100000,10100,435,2194,628800,109,6708503309382648837,whosjules,😗,False,"['biden2020', 'duet', 'readysetgo', 'fyp']"
118,6885821918788816133,6694967729005331461,24200,2800000,14000,136,1729,594600,61,6694967729005331461,jayquh,Jakey,False,"['biden2020', 'trump2020', 'biden', 'politics', 'fyp', 'trump']"
119,6885485630403448070,8470716,14800,1600000,9386,414,299000,14800000,206,8470716,cowboyconor,Conor,False,"['democrat', 'biden2020', 'politics', 'liberal']"
120,6850908235008888070,6838021189751882757,37500,2400000,8107,108,288600,7500000,127,6838021189751882757,heathergtv,Heather Gardner,False,"['biden2020', 'queen', 'trump2020', 'whitehouse', 'schools', 'foryou', 'comedy', 'parody', 'fyp', 'trump', 'covid', 'parents']"
121,6881040530554293510,6876884810477192197,13500,1600000,17600,3,54100,1800000,54,6876884810477192197,fascistfighters,Fascist Fighters,False,"['biden2020', 'trump2020', 'liberal', 'blm', 'foryoupage', 'fyp', 'protest', 'trump', 'blacklivesmatter']"
122,6871734582257913094,6710726646619620357,20000,2000000,9578,175,166500,9600000,417,6710726646619620357,clairebeluga,Claire Beluga ,False,"['biden2020', 'trump2020', 'conservative', 'liberal', 'politics']"
123,6880921660581580037,6805025974138733573,24400,2100000,8750,0,2310,567000,1,6805025974138733573,leagueofheroes2020,League Of Heroes,False,"['trumpcovidpositive', 'biden2020', 'trump2020', 'prochoice', 'politics', 'feminism', 'fyp', 'healthcare', 'covid', 'womensrights']"
124,6863265906672422150,6726258570306749445,14200,4400000,8363,389,220700,8400000,392,6726258570306749445,roccoggeorge,rocco,False,"['biden2020', 'foryou', 'biden', 'viral', 'fyp']"
125,6855318837991099654,104508156688449536,18600,1400000,11900,761,3104,864500,307,104508156688449536,theclaytiana,clayton 🥵🥵,False,"['trumpsucks', 'biden2020', 'foryou', 'fyp', 'settleforbiden']"
126,6889207964851358982,6638646428809052166,35000,1700000,10800,89,548600,20600000,128,6638646428809052166,meenaharris,Meena Harris,True,['biden2020']
127,6881361707600497926,6589056390584139781,4507,1500000,7166,117,11600,1100000,16,6589056390584139781,chicobean.1,Chico Bean 👨🏽‍🌾,False,"['vote', 'biden2020', 'voteblue']"
